Vehicle Spy 3 Bus Traffic File
Save Date,7/31/2015
Save Time,3:04:02 pm
Start Date,7/31/2015
Start Time,2:50:38 pm
System Time,1835211
Notes,

Network Description,Hardware,Network,Protocol,Baud Rate
HS CAN,Default,HS CAN,CAN,500000,
MS CAN,Default,MS CAN,CAN,125000,
SW CAN,Default,SW CAN,CAN,33333,
J1850 VPW,Default,J1850 VPW,J1850 VPW,10417,
ISO9141/KW2K,Default,ISO9141/KW2K,KeyWord 2000,10417,
LSFT CAN,Default,LSFT CAN,CAN,125000,
J1850 PWM,Default,J1850 PWM,J1850 PWM,41600,
J1708,Default,J1708,J1708,9600,
neoVI,Default,neoVI,CAN,,
HS CAN2 (neoVI 3G),Default,HS CAN2 (neoVI 3G),CAN,500000,
HS CAN3 (neoVI 3G),Default,HS CAN3 (neoVI 3G),CAN,500000,
LIN2 (neoVI 3G),Default,LIN2 (neoVI 3G),LIN,10417,
LIN3 (neoVI 3G),Default,LIN3 (neoVI 3G),LIN,10417,
LIN4 (neoVI 3G),Default,LIN4 (neoVI 3G),LIN,10417,
CGI (neoVI 3G),Default,CGI (neoVI 3G),CGI,625000,
LIN,Default,LIN,LIN,10417,
ISO9141/KW2K 2,Default,ISO9141/KW2K 2,KeyWord 2000,10417,
ISO9141/KW2K 3,Default,ISO9141/KW2K 3,KeyWord 2000,10417,
ISO9141/KW2K 4,Default,ISO9141/KW2K 4,KeyWord 2000,10417,
SW CAN2 (neoVI 3G),Default,SW CAN2 (neoVI 3G),CAN,33333,
LSFT CAN2 (neoVI 3G),Default,LSFT CAN2 (neoVI 3G),CAN,125000,
UART (neoVI 3G),Default,UART (neoVI 3G),UART,10417,
UART2 (neoVI 3G),Default,UART2 (neoVI 3G),UART,10417,
neoMOST,Default,neoMOST,MOST,1000000,
MOST (VNET A),Default,MOST (VNET A),MOST,1000000,
FlexRay1A (VNET A),Default,FlexRay1A (VNET A),FlexRay,5000000,
FlexRay1B (VNET A),Default,FlexRay1B (VNET A),FlexRay,5000000,
FlexRay2A (VNET A),Default,FlexRay2A (VNET A),FlexRay,5000000,
FlexRay2B (VNET A),Default,FlexRay2B (VNET A),FlexRay,5000000,
HS CAN (VNET A),Default,HS CAN (VNET A),CAN,500000,
MS CAN (VNET A),Default,MS CAN (VNET A),CAN,500000,
SW CAN (VNET A),Default,SW CAN (VNET A),CAN,500000,
J1850 VPW (VNET A),Default,J1850 VPW (VNET A),CAN,500000,
LSFT CAN (VNET A),Default,LSFT CAN (VNET A),CAN,500000,
J1708 (VNET A),Default,J1708 (VNET A),CAN,500000,
neoVI (VNET A),Default,neoVI (VNET A),CAN,500000,
HS CAN2 (VNET A),Default,HS CAN2 (VNET A),CAN,500000,
HS CAN3 (VNET A),Default,HS CAN3 (VNET A),CAN,500000,
LIN (VNET A),Default,LIN (VNET A),LIN,10417,
LIN2 (VNET A),Default,LIN2 (VNET A),LIN,10417,
LIN3 (VNET A),Default,LIN3 (VNET A),LIN,10417,
LIN4 (VNET A),Default,LIN4 (VNET A),LIN,10417,
CGI (VNET A),Default,CGI (VNET A),CGI,625000,
ISO9141/KW2K (VNET A),Default,ISO9141/KW2K (VNET A),CAN,500000,
ISO9141/KW2K 2 (VNET A),Default,ISO9141/KW2K 2 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 3 (VNET A),Default,ISO9141/KW2K 3 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 4 (VNET A),Default,ISO9141/KW2K 4 (VNET A),KeyWord 2000,10417,



Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
10738,775.345099725,0.07080929999995078,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,52,C8,,,,,,,,,
10739,775.351933425,0.006833700000015597,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10740,775.4272764499999,0.07534302499993828,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10741,775.5029174499999,0.07564100000001872,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10742,775.5563049499999,0.05338749999998527,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,BE,,,,,,,,,
10743,775.56366055,0.007355600000096274,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,52,C8,,,,,,,,,
10744,775.572365925,0.008705374999976812,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,06,BE,00,01,00,B6,07,01,,,
10745,775.572624025,0.0002580999999963751,492581276614656,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,71,1D,2C,3C,0D,87,,,
10746,775.572858225,0.0002342000000226108,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,8E,13,45,,,
10747,775.58460155,0.01174332499999764,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10748,775.588435325,0.003833774999975504,503576392892416,F,F,HS CAN $441,HS CAN,,441,F,F,0B,D1,00,D9,14,03,20,62,,,
10749,775.656619525,0.06818420000001879,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,B6,,,,,,,,,
10750,775.6601233499999,0.003503824999938842,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10751,775.7355884499999,0.07546509999997397,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10752,775.75598685,0.02039840000009008,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,B9,,,,,,,,,
10753,775.766058275,0.01007142499997826,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,4C,C8,,,,,,,,,
10754,775.8205826999999,0.05452442499995414,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10755,775.8563357249999,0.03575302499996269,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,B3,,,,,,,,,
10756,775.906282425,0.04994670000007773,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10757,775.95668415,0.05040172500002882,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,B6,,,,,,,,,
10758,775.9665436499999,0.00985949999994773,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,49,C8,,,,,,,,,
10759,776.0045172499999,0.03797359999998662,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10760,776.05600885,0.05149160000007669,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,B5,,,,,,,,,
10761,776.093524475,0.03751562499996908,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10762,776.156307075,0.06278259999999136,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,B8,,,,,,,,,
10763,776.167640475,0.01133340000001226,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,4D,C8,,,,,,,,,
10764,776.171116375,0.003475900000012188,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10765,776.249813175,0.0786967999999888,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10766,776.2566988,0.006885624999995343,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,BB,,,,,,,,,
10767,776.332201825,0.07550302499998907,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10768,776.36916145,0.0369596250000086,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,50,C8,,,,,,,,,
10769,776.417066325,0.04790487499997198,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10770,776.4920913249999,0.07502499999998236,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10771,776.56670245,0.07461112500004674,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10772,776.5703102499999,0.003607799999940653,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,8E,C8,,,,,,,,,
10773,776.59982595,0.02951570000004722,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,C9,,,,,,,,,
10774,776.6418252499999,0.04199929999992946,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10775,776.7174642499999,0.07563900000002377,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10776,776.7573728499999,0.03990859999998974,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,C9,,,,,,,,,
10777,776.7632225499999,0.005849699999998847,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,06,C9,00,01,00,B5,07,01,,,
10778,776.7634846499999,0.0002620999999862761,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,71,1D,2C,3C,0D,3B,,,
10779,776.7637246749999,0.000240025000039168,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,9A,91,13,45,,,
10780,776.771190275,0.007465600000045924,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,99,C8,,,,,,,,,
10781,776.77919175,0.00800147500001458,503576392892416,F,F,HS CAN $441,HS CAN,,441,F,F,0B,E1,00,DD,14,03,22,00,,,
10782,776.8093218499999,0.0301300999999512,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10783,776.8567398749999,0.04741802499995629,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,C9,,,,,,,,,
10784,776.8986231499999,0.04188327500003197,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10785,776.9570542499999,0.05843110000000706,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,C9,,,,,,,,,
10786,776.9727873749999,0.01573312499999702,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,99,C8,,,,,,,,,
10787,776.9762671499999,0.003479774999959772,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10788,777.0519501499999,0.07568300000002637,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10789,777.057417925,0.005467775000056463,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,CC,,,,,,,,,
10790,777.137654625,0.08023670000000038,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10791,777.1567411499999,0.01908652499992058,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,CC,,,,,,,,,
10792,777.174444075,0.01770292500009418,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,9B,C7,,,,,,,,,
10793,777.22235095,0.04790687499996693,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10794,777.25706005,0.0347090999999864,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,CC,,,,,,,,,
10795,777.2975014499999,0.04044139999996332,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10796,777.3724185499999,0.0749170999999933,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10797,777.375974425,0.003555875000074593,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,9B,C7,,,,,,,,,
10798,777.447353725,0.0713792999999896,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10799,777.526002525,0.0786487999999963,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10800,777.55493815,0.028935625000031,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,D5,,,,,,,,,
10801,777.57634275,0.02140459999998256,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,9C,C6,,,,,,,,,
10802,777.614320275,0.03797752499997386,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10803,777.63391285,0.01959257500004696,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,D5,,,,,,,,,
10804,777.703332275,0.06941942499997822,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10805,777.73423165,0.03089937499998996,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,D7,,,,,,,,,
10806,777.77740295,0.04317130000003999,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,A3,BF,,,,,,,,,
10807,777.7808807499999,0.003477799999927811,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10808,777.8345743249999,0.05369357500001115,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,D4,,,,,,,,,
10809,777.8350823,0.0005079750000049899,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,06,D4,00,01,00,B5,07,01,,,
10810,777.8353463999999,0.0002640999999812266,492581276614656,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,71,1D,2C,3C,0C,EE,,,
10811,777.8355865999999,0.0002402000000074622,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,9A,91,13,45,,,
10812,777.851037275,0.01545067500001096,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,0B,F9,00,E2,14,03,23,00,,,
10813,777.8566990749999,0.005661799999984396,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10814,777.9349603749999,0.0782613000000083,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,D4,,,,,,,,,
10815,777.9394620749999,0.004501699999991615,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10816,777.97987355,0.04041147500004172,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,A2,C0,,,,,,,,,
10817,778.024474575,0.04460102500001994,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10818,778.0353038,0.0108292249999522,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,D7,,,,,,,,,
10819,778.102937325,0.06763352500001929,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10820,778.1346127999999,0.03167547499992906,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,D7,,,,,,,,,
10821,778.177983875,0.04337107500009552,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10822,778.1815497499999,0.003565874999935658,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,A4,BE,,,,,,,,,
10823,778.2349593749999,0.05340962499997204,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,DD,,,,,,,,,
10824,778.256369975,0.0214106000000811,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10825,778.33171105,0.07534107499998299,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10826,778.381927775,0.05021672500004115,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,A9,B9,,,,,,,,,
10827,778.4199112499999,0.03798347499991906,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10828,778.426804825,0.006893575000049168,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,E5,,,,,,,,,
10829,778.5089214999999,0.08211667499995201,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10830,778.5829265249999,0.07400502500001949,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,63,,,,,,,,,
10831,778.5864065,0.003479975000004742,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10832,778.6148361749999,0.02842967499998394,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,E5,,,,,,,,,
10833,778.661935075,0.04709890000003725,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10834,778.715186575,0.05325149999998757,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,EA,,,,,,,,,
10835,778.7476284749999,0.0324418999999807,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10836,778.7846101499999,0.03698167499999272,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,5F,,,,,,,,,
10837,778.815551625,0.03094147500007694,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,ED,,,,,,,,,
10838,778.8325245999999,0.01697297499993056,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10839,778.907683625,0.07515902500006177,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10840,778.911497425,0.003813799999988987,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,06,ED,00,01,00,B7,07,01,,,
10841,778.911761525,0.0002640999999812266,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,71,1D,2C,3C,0C,EE,,,
10842,778.9119996249999,0.0002380999999331834,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,94,13,45,,,
10843,778.92745035,0.01545072500005062,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,0B,F9,00,E2,14,03,24,00,,,
10844,778.931290225,0.003839875000039683,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,ED,,,,,,,,,
10845,778.983318825,0.05202859999997145,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10846,778.9868927,0.003573875000029148,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,5C,,,,,,,,,
10847,779.0316128999999,0.04472019999991516,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,ED,,,,,,,,,
10848,779.0581113249999,0.02649842499999977,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10849,779.13090115,0.07278982500008624,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,F5,,,,,,,,,
10850,779.133749075,0.002847924999969109,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10851,779.1874095749999,0.05366049999997813,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,56,,,,,,,,,
10852,779.2082282,0.02081862500006082,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10853,779.231268475,0.02304027499997119,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,F5,,,,,,,,,
10854,779.283277,0.05200852500001929,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10855,779.3619238,0.07864680000000135,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10856,779.3889701749999,0.02704637499994078,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,56,,,,,,,,,
10857,779.436886975,0.04791680000005272,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10858,779.5158338499999,0.0789468749999287,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10859,779.5294867499999,0.01365290000001096,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,FA,,,,,,,,,
10860,779.5899708249999,0.06048407499997666,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,52,,,,,,,,,
10861,779.593448625,0.003477800000041498,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10862,779.624448125,0.03099950000000718,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,FA,,,,,,,,,
10863,779.6689772,0.04452907500001402,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10864,779.7238206999999,0.0548434999999472,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,FF,,,,,,,,,
10865,779.7546706999999,0.03084999999998672,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10866,779.7916502749999,0.03697957500003213,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,4E,,,,,,,,,
10867,779.8241356999999,0.0324854250000044,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,FF,,,,,,,,,
10868,779.8395667999999,0.0154311000000007,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10869,779.924489525,0.08492272500006948,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,02,,,,,,,,,
10870,779.9352028999999,0.01071337499990932,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10871,779.984620675,0.04941777500005173,284773578964992,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,02,00,01,00,B7,07,01,,,
10872,779.984878775,0.0002580999999963751,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,71,1D,2C,3C,0C,56,,,
10873,779.9851128749999,0.0002340999999432824,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,96,13,45,,,
10874,779.9922065999999,0.00709372500000427,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,4E,,,,,,,,,
10875,780.000684,0.008477400000060697,434307160342528,F,F,HS CAN $441,HS CAN,,441,F,F,0C,16,00,ED,14,03,24,62,,,
10876,780.023832125,0.02314812500003427,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,02,,,,,,,,,
10877,780.0339674999999,0.0101353749998907,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10878,780.123131675,0.08916417500006446,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10879,780.124159675,0.001028000000019347,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,00,,,,,,,,,
10880,780.1936631499999,0.06950347499991949,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,4C,,,,,,,,,
10881,780.200500725,0.006837575000076868,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10882,780.2244929,0.0239921749999894,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,02,,,,,,,,,
10883,780.2762835,0.05179060000000391,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10884,780.3238554,0.04757189999997991,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,FF,,,,,,,,,
10885,780.3619829999999,0.03812759999993886,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10886,780.395346875,0.03336387500007732,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,4E,,,,,,,,,
10887,780.446877475,0.05153059999997822,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10888,780.521598575,0.0747211000000334,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10889,780.5965095749999,0.07491099999992912,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10890,780.6000834749999,0.003573899999992136,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,4E,,,,,,,,,
10891,780.6009155749999,0.0008321000000250933,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,0A,,,,,,,,,
10892,780.671604775,0.07068920000006074,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10893,780.7006745,0.02906972499999938,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,05,,,,,,,,,
10894,780.747075375,0.04640087500001755,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10895,780.7999868749999,0.0529114999999365,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,02,,,,,,,,,
10896,780.8111541999999,0.01116732499997397,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,52,,,,,,,,,
10897,780.832095,0.02094080000006216,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10898,780.9003392249999,0.06824422499994398,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,00,,,,,,,,,
10899,780.9071348,0.006795575000069221,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10900,780.9827737999999,0.07563899999991008,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10901,781.000658425,0.01788462500007881,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,00,,,,,,,,,
10902,781.0129657,0.01230727500001194,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,55,,,,,,,,,
10903,781.0577379,0.04477220000001126,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,07,00,00,01,00,BB,07,01,,,
10904,781.057998,0.0002600999999913256,492581276614656,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,71,1D,2C,3C,0B,E3,,,
10905,781.0582380999999,0.0002400999999281339,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,98,13,45,,,
10906,781.0674975999999,0.009259499999984656,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10907,781.0737032999999,0.006205700000009529,503576392892416,F,F,HS CAN $441,HS CAN,,441,F,F,0C,2B,00,F5,14,03,26,00,,,
10908,781.0999750999999,0.02627180000001772,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,FD,,,,,,,,,
10909,781.1537595999999,0.05378450000000612,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10910,781.200359725,0.0466001250000545,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,07,00,,,,,,,,,
10911,781.214038925,0.01367919999995593,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,58,,,,,,,,,
10912,781.2520244,0.03798547500002769,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10913,781.3409045,0.08888009999998303,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10914,781.414959675,0.07405517500001224,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,55,,,,,,,,,
10915,781.4184354749999,0.00347579999993286,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10916,781.4273029999999,0.008867525000027854,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,FF,,,,,,,,,
10917,781.4939685999999,0.0666655999999648,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10918,781.579532975,0.08556437500010361,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10919,781.6165625,0.03702952499997992,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,56,,,,,,,,,
10920,781.664485475,0.04792297500000586,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10921,781.7189148499999,0.05442937499992695,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,F7,,,,,,,,,
10922,781.739641575,0.02072672500003136,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10923,781.796260775,0.05661920000000009,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,F7,,,,,,,,,
10924,781.814681675,0.01842090000002372,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
