Abs Time(Sec),B1,B2,Compass Heading,
517.8684748,04,2E,107,107
517.9678013,04,27,106.3,106.3
518.0681448,04,23,105.9,105.9
518.1685038,04,21,105.7,105.7
518.2678424,04,1D,105.3,105.3
518.5789033,04,1F,105.5,105.5
518.6784291,04,10,104,104
518.7777647,04,13,104.3,104.3
518.8781374,04,18,104.8,104.8
518.9784358,04,18,104.8,104.8
519.0777832,04,1D,105.3,105.3
519.1781502,04,13,104.3,104.3
519.2785006,04,1A,105,105
519.5677812,04,13,104.3,104.3
519.6542464,04,13,104.3,104.3
519.7546413,04,0F,103.9,103.9
519.8539328,04,0D,103.7,103.7
519.9542797,04,0E,103.8,103.8
520.0546599,04,0A,103.4,103.4
520.1539868,04,0E,103.8,103.8
520.2543282,04,0B,103.5,103.5
520.454188,04,0E,103.8,103.8
520.6311133,04,0E,103.8,103.8
520.7314602,04,06,103,103
520.8308149,04,11,104.1,104.1
520.9311202,04,0D,103.7,103.7
521.0314656,04,0F,103.9,103.9
521.130813,04,10,104,104
521.2311833,04,05,102.9,102.9
521.3314888,04,0D,103.7,103.7
521.6892702,03,FD,102.1,102.1
521.8301642,03,FD,102.1,102.1
521.9305116,03,FF,102.3,102.3
522.0298531,03,FE,102.2,102.2
522.1302166,04,03,102.7,102.7
522.230561,04,00,102.4,102.4
522.4432508,04,01,102.5,102.5
522.6094014,04,01,102.5,102.5
522.708754,03,FA,101.8,101.8
522.8090962,03,F3,101.1,101.1
522.9094095,03,F3,101.1,101.1
523.008728,03,EC,100.4,100.4
523.1091184,03,EC,100.4,100.4
523.2094406,03,E5,99.7,99.7
523.3087478,03,E6,99.8,99.8
523.6029974,03,D9,98.5,98.5
523.6825069,03,D9,98.5,98.5
523.7818142,03,D6,98.2,98.2
523.8821808,03,D2,97.8,97.8
523.9825274,03,CC,97.2,97.2
524.081872,03,C9,96.9,96.9
524.1822192,03,C2,96.2,96.2
524.395888,03,BF,95.9,95.9
524.5538953,03,BF,95.9,95.9
524.6542507,03,B6,95,95
524.7545838,03,B2,94.6,94.6
524.8539123,03,A5,93.3,93.3
524.9542939,03,A1,92.9,92.9
525.0546272,03,98,92,92
525.1549895,03,8D,90.9,90.9
525.2553019,03,8A,90.6,90.6
525.531796,03,80,89.6,89.6
525.6321007,03,73,88.3,88.3
525.7324843,03,70,88,88
525.8318139,03,6C,87.6,87.6
525.9321234,03,65,86.9,86.9
526.0324859,03,62,86.6,86.6
526.1318116,03,57,85.5,85.5
526.2321546,03,54,85.2,85.2
526.3325001,03,46,83.8,83.8
526.7219424,03,2D,81.3,81.3
526.8393937,03,2D,81.3,81.3
526.9386873,03,1F,79.9,79.9
527.0390202,03,11,78.5,78.5
527.1394097,03,0C,78,78
527.238706,03,0C,78,78
527.3390756,03,01,76.9,76.9
527.632696,02,FA,76.2,76.2
527.7322517,02,E6,74.2,74.2
527.8326007,02,D8,72.8,72.8
527.9319444,02,D1,72.1,72.1
528.0322465,02,CD,71.7,71.7
528.1326202,02,C0,70.4,70.4
528.2319752,02,BE,70.2,70.2
528.3323028,02,BA,69.8,69.8
528.6098326,02,A8,68,68
528.7101056,02,91,65.7,65.7
528.8104783,02,8F,65.5,65.5
528.9098123,02,87,64.7,64.7
529.0101418,02,7A,63.4,63.4
529.1105284,02,70,62.4,62.4
529.2098468,02,66,61.4,61.4
529.3101561,02,5B,60.3,60.3
529.5948905,02,53,59.5,59.5
529.6951957,02,42,57.8,57.8
529.7955146,02,39,56.9,56.9
529.8948368,02,30,56,56
529.9952266,02,28,55.2,55.2
530.0955456,02,1F,54.3,54.3
530.1948862,02,1F,54.3,54.3
530.3990651,02,0D,52.5,52.5
530.5675979,02,0D,52.5,52.5
530.6669385,01,FB,50.7,50.7
530.7672777,01,ED,49.3,49.3
530.8676259,01,ED,49.3,49.3
530.9669335,01,DF,47.9,47.9
531.0672743,01,D3,46.7,46.7
531.1676514,01,D3,46.7,46.7
531.2669817,01,D0,46.4,46.4
531.5770571,01,B9,44.1,44.1
531.7594872,01,B9,44.1,44.1
531.8587742,01,AA,42.6,42.6
531.9591577,01,A7,42.3,42.3
532.0595061,01,9E,41.4,41.4
532.1598717,01,92,40.2,40.2
532.2601787,01,8E,39.8,39.8
532.4372065,01,79,37.7,37.7
532.6339097,01,79,37.7,37.7
532.7342886,01,6B,36.3,36.3
532.8336093,01,6B,36.3,36.3
532.9339729,01,6E,36.6,36.6
533.034322,01,62,35.4,35.4
533.1336287,01,62,35.4,35.4
533.2339885,01,59,34.5,34.5
533.5119557,01,48,32.8,32.8
533.6087166,01,48,32.8,32.8
533.7091067,01,3A,31.4,31.4
533.8094583,01,31,30.5,30.5
533.9087555,01,29,29.7,29.7
534.0090881,01,29,29.7,29.7
534.109466,01,21,28.9,28.9
534.2088044,01,1D,28.5,28.5
534.3864964,01,15,27.7,27.7
534.5866329,01,15,27.7,27.7
534.6859601,01,05,26.1,26.1
534.7863132,01,05,26.1,26.1
534.8866153,01,05,26.1,26.1
534.9870088,00,FD,25.3,25.3
535.0873594,00,F5,24.5,24.5
535.2030658,00,F0,24,24
535.4137193,00,D8,21.6,21.6
535.5777905,00,D8,21.6,21.6
535.6781287,00,CF,20.7,20.7
535.7785303,00,D2,21,21
535.8778412,00,D3,21.1,21.1
535.9781945,00,CB,20.3,20.3
536.0785248,00,C3,19.5,19.5
536.1778365,00,C2,19.4,19.4
536.2782358,00,B8,18.4,18.4
536.6743174,00,A3,16.3,16.3
536.7881418,00,A3,16.3,16.3
536.8884838,00,9D,15.7,15.7
536.9877813,00,9C,15.6,15.6
537.088172,00,98,15.2,15.2
537.1884774,00,8C,14,14
537.3371289,00,80,12.8,12.8
537.5602,00,80,12.8,12.8
537.6605312,00,71,11.3,11.3
537.7598596,00,71,11.3,11.3
537.8601832,00,69,10.5,10.5
537.9605382,00,60,9.6,9.6
538.0598793,00,5E,9.4,9.4
538.1602295,00,4D,7.7,7.7
538.2595291,00,4D,7.7,7.7
538.5173718,00,4D,7.7,7.7
538.517504,00,4D,7.7,7.7
538.517636,00,4D,7.7,7.7
538.5177682,00,4D,7.7,7.7
538.5179002,00,4D,7.7,7.7
538.5180324,00,4D,7.7,7.7
538.5181645,00,4D,7.7,7.7
538.5182966,00,4D,7.7,7.7
538.5184288,00,4D,7.7,7.7
538.5185609,00,4D,7.7,7.7
538.518693,00,4D,7.7,7.7
538.518825,00,4D,7.7,7.7
538.5189572,00,4D,7.7,7.7
538.5190893,00,4D,7.7,7.7
538.5192214,00,4D,7.7,7.7
538.5193535,00,4D,7.7,7.7
538.5194857,00,4D,7.7,7.7
538.5196177,00,4D,7.7,7.7
538.5197499,00,4D,7.7,7.7
538.5198819,00,4D,7.7,7.7
538.5200141,00,4D,7.7,7.7
538.5201462,00,4D,7.7,7.7
538.5202784,00,4D,7.7,7.7
538.5204105,00,4D,7.7,7.7
538.5205426,00,4D,7.7,7.7
538.5206747,00,4D,7.7,7.7
538.5208067,00,4D,7.7,7.7
538.5209389,00,4D,7.7,7.7
538.521071,00,4D,7.7,7.7
538.5212032,00,4D,7.7,7.7
538.5213352,00,4D,7.7,7.7
538.5214674,00,4D,7.7,7.7
538.6271775,00,4D,7.7,7.7
538.7264883,00,43,6.7,6.7
538.8268134,00,39,5.7,5.7
538.9271539,00,39,5.7,5.7
539.0266418,00,36,5.4,5.4
539.1268367,00,35,5.3,5.3
539.2271855,00,2B,4.3,4.3
539.532205,00,13,1.9,1.9
539.6132173,00,13,1.9,1.9
539.7125416,00,17,2.3,2.3
539.8129191,00,09,0.9,0.9
539.913238,00,04,0.4,0.4
540.0125911,00,00,0,0
540.1129427,00,00,0,0
540.2132458,0E,0B,359.5,-0.5
540.345701,0E,01,358.5,-1.5
540.3458352,0E,01,358.5,-1.5
540.3459692,0E,01,358.5,-1.5
540.3461035,0E,01,358.5,-1.5
540.3462375,0E,01,358.5,-1.5
540.3463717,0E,01,358.5,-1.5
540.3465057,0E,01,358.5,-1.5
540.3466399,0E,01,358.5,-1.5
540.346774,0E,01,358.5,-1.5
540.3469081,0E,01,358.5,-1.5
540.3470423,0E,01,358.5,-1.5
540.3471763,0E,01,358.5,-1.5
540.3473105,0E,01,358.5,-1.5
540.3474445,0E,01,358.5,-1.5
540.3475787,0E,01,358.5,-1.5
540.3477127,0E,01,358.5,-1.5
540.3478469,0E,01,358.5,-1.5
540.347981,0E,01,358.5,-1.5
540.3481152,0E,01,358.5,-1.5
540.3482492,0E,01,358.5,-1.5
540.3483834,0E,01,358.5,-1.5
540.3485174,0E,01,358.5,-1.5
540.3486516,0E,01,358.5,-1.5
540.3487856,0E,01,358.5,-1.5
540.3489198,0E,01,358.5,-1.5
540.349054,0E,01,358.5,-1.5
540.3491881,0E,01,358.5,-1.5
540.3493222,0E,01,358.5,-1.5
540.3494563,0E,01,358.5,-1.5
540.3495904,0E,01,358.5,-1.5
540.3497244,0E,01,358.5,-1.5
540.3498586,0E,01,358.5,-1.5
540.3499927,0E,01,358.5,-1.5
540.3501268,0E,01,358.5,-1.5
540.3502609,0E,01,358.5,-1.5
540.3503951,0E,01,358.5,-1.5
540.3505291,0E,01,358.5,-1.5
540.3506633,0E,01,358.5,-1.5
540.3507973,0E,01,358.5,-1.5
540.3509315,0E,01,358.5,-1.5
540.3510655,0E,01,358.5,-1.5
540.3511998,0E,01,358.5,-1.5
540.3513338,0E,01,358.5,-1.5
540.351468,0E,01,358.5,-1.5
540.3516021,0E,01,358.5,-1.5
540.3517362,0E,01,358.5,-1.5
540.3518703,0E,01,358.5,-1.5
540.3520044,0E,01,358.5,-1.5
540.3521385,0E,01,358.5,-1.5
540.3522726,0E,01,358.5,-1.5
540.3524068,0E,01,358.5,-1.5
540.3525408,0E,01,358.5,-1.5
540.352675,0E,01,358.5,-1.5
540.352809,0E,01,358.5,-1.5
540.3529432,0E,01,358.5,-1.5
540.3530773,0E,01,358.5,-1.5
540.3532115,0E,01,358.5,-1.5
540.3533455,0E,01,358.5,-1.5
540.3534797,0E,01,358.5,-1.5
540.3536137,0E,01,358.5,-1.5
540.3537479,0E,01,358.5,-1.5
540.353882,0E,01,358.5,-1.5
540.3540161,0E,01,358.5,-1.5
540.3541503,0E,01,358.5,-1.5
540.3542843,0E,01,358.5,-1.5
540.3544185,0E,01,358.5,-1.5
540.3545526,0E,01,358.5,-1.5
540.3546867,0E,01,358.5,-1.5
540.3548207,0E,01,358.5,-1.5
540.3549549,0E,01,358.5,-1.5
540.355089,0E,01,358.5,-1.5
540.3552231,0E,01,358.5,-1.5
540.3553572,0E,01,358.5,-1.5
540.3554914,0E,01,358.5,-1.5
540.3556254,0E,01,358.5,-1.5
540.3557596,0E,01,358.5,-1.5
540.3558936,0E,01,358.5,-1.5
540.3560278,0E,01,358.5,-1.5
540.3561618,0E,01,358.5,-1.5
540.3562961,0E,01,358.5,-1.5
540.3564302,0E,01,358.5,-1.5
540.3565643,0E,01,358.5,-1.5
540.3566984,0E,01,358.5,-1.5
540.3568325,0E,01,358.5,-1.5
540.3569666,0E,01,358.5,-1.5
540.3571007,0E,01,358.5,-1.5
540.3572348,0E,01,358.5,-1.5
540.3573689,0E,01,358.5,-1.5
540.3575031,0E,01,358.5,-1.5
540.3576371,0E,01,358.5,-1.5
540.3577713,0E,01,358.5,-1.5
540.3579053,0E,01,358.5,-1.5
540.3580395,0E,01,358.5,-1.5
540.3581735,0E,01,358.5,-1.5
540.3583078,0E,01,358.5,-1.5
540.3584418,0E,01,358.5,-1.5
540.358576,0E,01,358.5,-1.5
540.35871,0E,01,358.5,-1.5
540.3588442,0E,01,358.5,-1.5
540.3589783,0E,01,358.5,-1.5
540.3591124,0E,01,358.5,-1.5
540.3592466,0E,01,358.5,-1.5
540.3593806,0E,01,358.5,-1.5
540.3595148,0E,01,358.5,-1.5
540.3596488,0E,01,358.5,-1.5
540.359783,0E,01,358.5,-1.5
540.359917,0E,01,358.5,-1.5
540.3600512,0E,01,358.5,-1.5
540.3601853,0E,01,358.5,-1.5
540.3603195,0E,01,358.5,-1.5
540.3604535,0E,01,358.5,-1.5
540.3605877,0E,01,358.5,-1.5
540.3607217,0E,01,358.5,-1.5
540.3608559,0E,01,358.5,-1.5
540.3609899,0E,01,358.5,-1.5
540.3611241,0E,01,358.5,-1.5
540.3612583,0E,01,358.5,-1.5
540.3613924,0E,01,358.5,-1.5
540.3615265,0E,01,358.5,-1.5
540.3616606,0E,01,358.5,-1.5
540.3617947,0E,01,358.5,-1.5
540.3619288,0E,01,358.5,-1.5
540.3620629,0E,01,358.5,-1.5
540.362197,0E,01,358.5,-1.5
540.3623311,0E,01,358.5,-1.5
540.5880526,0D,FC,358,-2
540.6884012,0D,ED,356.5,-3.5
540.7876888,0D,EE,356.6,-3.4
540.8880399,0D,E9,356.1,-3.9
540.9883853,0D,E8,356,-4
541.0877282,0D,DE,355,-5
541.1880498,0D,D8,354.4,-5.6
541.2884233,0D,D4,354,-6
541.6086241,0D,C0,352,-8
541.8025093,0D,C0,352,-8
541.9027615,0D,B6,351,-9
542.0031772,0D,AC,350,-10
542.1024438,0D,AE,350.2,-9.8
542.2027834,0D,AA,349.8,-10.2
542.3031535,0D,99,348.1,-11.9
542.5917818,0D,9E,348.6,-11.4
542.6912336,0D,99,348.1,-11.9
542.7905626,0D,96,347.8,-12.2
542.8909052,0D,92,347.4,-12.6
542.9912387,0D,82,345.8,-14.2
543.09058,0D,83,345.9,-14.1
543.1909046,0D,77,344.7,-15.3
543.3827647,0D,6D,343.7,-16.3
543.5667366,0D,6D,343.7,-16.3
543.6670336,0D,5C,342,-18
543.767416,0D,59,341.7,-18.3
543.8678598,0D,54,341.2,-18.8
543.968093,0D,4E,340.6,-19.4
544.0674541,0D,48,340,-20
544.1677789,0D,49,340.1,-19.9
544.2681132,0D,45,339.7,-20.3
544.4686718,0D,43,339.5,-20.5
544.64292,0D,43,339.5,-20.5
544.74326,0D,36,338.2,-21.8
544.8425576,0D,31,337.7,-22.3
544.9429143,0D,2B,337.1,-22.9
545.0432515,0D,24,336.4,-23.6
545.1425808,0D,1C,335.6,-24.4
545.24294,0D,1C,335.6,-24.4
545.5353243,0D,0A,333.8,-26.2
545.6320579,0D,0A,333.8,-26.2
545.7323963,0D,06,333.4,-26.6
545.8317097,0C,F9,332.1,-27.9
545.932075,0C,FD,332.5,-27.5
546.0323944,0C,FB,332.3,-27.7
546.1317504,0C,F9,332.1,-27.9
546.2320479,0C,EF,331.1,-28.9
546.5240947,0C,D6,328.6,-31.4
546.7332568,0C,D6,328.6,-31.4
546.8331183,0C,CC,327.6,-32.4
546.9324536,0C,CA,327.4,-32.6
547.0328151,0C,C4,326.8,-33.2
547.1331412,0C,C7,327.1,-32.9
547.2324865,0C,BC,326,-34
547.4196334,0C,C3,326.7,-33.3
547.610315,0C,C3,326.7,-33.3
547.7106439,0C,B7,325.5,-34.5
547.8110321,0C,B4,325.2,-34.8
547.9103537,0C,B9,325.7,-34.3
548.0106828,0C,A8,324,-36
548.1110496,0C,AA,324.2,-35.8
548.210356,0C,9B,322.7,-37.3
548.3975875,0C,8B,321.1,-38.9
548.5789746,0C,8B,321.1,-38.9
548.6783344,0C,87,320.7,-39.3
548.7786475,0C,87,320.7,-39.3
548.8790082,0C,84,320.4,-39.6
548.9783383,0C,7F,319.9,-40.1
549.0786901,0C,7B,319.5,-40.5
549.1789911,0C,6B,317.9,-42.1
549.2783361,0C,61,316.9,-43.1
549.5765662,0C,51,315.3,-44.7
549.6746074,0C,51,315.3,-44.7
549.7749834,0C,54,315.6,-44.4
549.8845962,0C,57,315.9,-44.1
549.9848965,0C,5E,316.6,-43.4
550.0842183,0C,5B,316.3,-43.7
550.1845612,0C,61,316.9,-43.1
550.2848842,0C,61,316.9,-43.1
550.5680674,0C,47,314.3,-45.7
550.665825,0C,47,314.3,-45.7
550.7661534,0C,44,314,-46
550.8664787,0C,38,312.8,-47.2
550.9668713,0C,31,312.1,-47.9
551.0661827,0C,2B,311.5,-48.5
551.1665049,0C,2B,311.5,-48.5
551.2668582,0C,2B,311.5,-48.5
551.4907389,0C,2E,311.8,-48.2
551.7856349,0C,2E,311.8,-48.2
551.8843279,0C,27,311.1,-48.9
551.9846475,0C,2A,311.4,-48.6
552.0849907,0C,23,310.7,-49.3
552.1843388,0C,23,310.7,-49.3
552.284692,0C,1D,310.1,-49.9
552.5651092,0C,20,310.4,-49.6
552.6645969,0C,18,309.6,-50.4
552.7649368,0C,18,309.6,-50.4
552.8642226,0C,1F,310.3,-49.7
552.9646074,0C,1C,310,-50
553.064939,0C,1F,310.3,-49.7
553.1642288,0C,22,310.6,-49.4
553.2645761,0C,2B,311.5,-48.5
553.5466981,0C,21,310.5,-49.5
553.6465419,0C,37,312.7,-47.3
553.7468712,0C,3A,313,-47
553.8462218,0C,3D,313.3,-46.7
553.9465699,0C,44,314,-46
554.0469135,0C,47,314.3,-45.7
554.1462146,0C,44,314,-46
554.246559,0C,4E,315,-45
554.4609989,0C,4E,315,-45
554.6234177,0C,4E,315,-45
554.7237521,0C,54,315.6,-44.4
554.8230883,0C,6B,317.9,-42.1
554.9234177,0C,6E,318.2,-41.8
555.0237485,0C,71,318.5,-41.5
555.1230949,0C,74,318.8,-41.2
555.2234309,0C,7C,319.6,-40.4
555.4428735,0C,91,321.7,-38.3
555.5982079,0C,91,321.7,-38.3
555.6985367,0C,A4,323.6,-36.4
555.7988818,0C,B3,325.1,-34.9
555.8982429,0C,BB,325.9,-34.1
555.9985712,0C,C1,326.5,-33.5
556.0989369,0C,CC,327.6,-32.4
556.1982179,0C,D2,328.2,-31.8
556.2986067,0C,D9,328.9,-31.1
556.6699644,0C,F9,332.1,-27.9
556.7941855,0C,F9,332.1,-27.9
556.894535,0D,0C,334,-26
556.993822,0D,15,334.9,-25.1
557.0942249,0D,22,336.2,-23.8
557.1945611,0D,2F,337.5,-22.5
557.3726355,0D,48,340,-20
557.5703215,0D,48,340,-20
557.670699,0D,6B,343.5,-16.5
557.7700144,0D,75,344.5,-15.5
557.8703314,0D,85,346.1,-13.9
557.970716,0D,8A,346.6,-13.4
558.0700355,0D,99,348.1,-11.9
558.1703527,0D,95,347.7,-12.3
558.2707261,0D,AD,350.1,-9.9
558.5626429,0D,D5,354.1,-5.9
558.648581,0D,D5,354.1,-5.9
558.7489378,0D,E9,356.1,-3.9
558.8482503,0D,F2,357,-3
558.9486036,0D,F7,357.5,-2.5
559.0489186,0E,06,359,-1
559.1482754,00,09,0.9,0.9
559.2485996,00,12,1.8,1.8
559.529655,00,21,3.3,3.3
559.6295398,00,35,5.3,5.3
559.72985,00,47,7.1,7.1
559.8291913,00,4C,7.6,7.6
559.9295181,00,60,9.6,9.6
560.0298568,00,73,11.5,11.5
560.1292042,00,7D,12.5,12.5
560.229559,00,8E,14.2,14.2
560.5260655,00,AE,17.4,17.4
560.6237865,00,AE,17.4,17.4
560.7231231,00,B9,18.5,18.5
560.8234567,00,C6,19.8,19.8
560.9237899,00,D9,21.7,21.7
561.0230946,00,DA,21.8,21.8
561.123493,00,E7,23.1,23.1
561.2238223,00,E9,23.3,23.3
561.422102,01,05,26.1,26.1
561.708515,01,27,29.5,29.5
561.8136263,01,27,29.5,29.5
561.9139712,01,33,30.7,30.7
562.0142975,01,3F,31.9,31.9
562.1136607,01,4B,33.1,33.1
562.2140099,01,4B,33.1,33.1
562.3143489,01,56,34.2,34.2
562.6130368,01,72,37,37
562.6952594,01,72,37,37
562.7955897,01,6A,36.2,36.2
562.8959471,01,79,37.7,37.7
562.9962705,01,7F,38.3,38.3
563.0956,01,88,39.2,39.2
563.1959663,01,92,40.2,40.2
563.3135908,01,9E,41.4,41.4
563.6061864,01,BC,44.4,44.4
563.690521,01,BC,44.4,44.4
563.7898587,01,CD,46.1,46.1
563.8901783,01,D2,46.6,46.6
563.9905407,01,D2,46.6,46.6
564.0898542,01,D2,46.6,46.6
564.1902217,01,D8,47.2,47.2
564.2905552,01,D5,46.9,46.9
564.5923907,01,D8,47.2,47.2
564.6909423,01,DC,47.6,47.6
564.7912985,01,D9,47.3,47.3
564.8916562,01,DC,47.6,47.6
564.9919828,01,E5,48.5,48.5
565.0923203,01,ED,49.3,49.3
565.1916605,01,FB,50.7,50.7
565.2920121,02,00,51.2,51.2
565.5901864,02,29,55.3,55.3
565.6790339,02,29,55.3,55.3
565.7793764,02,29,55.3,55.3
565.8786904,02,35,56.5,56.5
565.9790697,02,35,56.5,56.5
566.0794262,02,2F,55.9,55.9
566.1787345,02,38,56.8,56.8
566.2790737,02,36,56.6,56.6
566.6198608,02,3F,57.5,57.5
566.7685388,02,3F,57.5,57.5
566.8688969,02,50,59.2,59.2
566.9692152,02,4D,58.9,58.9
567.0685768,02,4D,58.9,58.9
567.1688836,02,56,59.8,59.8
567.2692619,02,5D,60.5,60.5
567.5484312,02,61,60.9,60.9
567.6481016,02,69,61.7,61.7
567.7474623,02,70,62.4,62.4
567.8478017,02,73,62.7,62.7
567.9481302,02,73,62.7,62.7
568.0474485,02,7B,63.5,63.5
568.1477973,02,7A,63.4,63.4
568.2481526,02,81,64.1,64.1
568.4251524,02,7F,63.9,63.9
568.6167606,02,7F,63.9,63.9
568.7171363,02,86,64.6,64.6
568.8164353,02,87,64.7,64.7
568.9168207,02,87,64.7,64.7
569.0171427,02,8C,65.2,65.2
569.1164905,02,9B,66.7,66.7
569.2168114,02,9B,66.7,66.7
569.5146641,02,A6,67.8,67.8
569.6100156,02,A6,67.8,67.8
569.7093152,02,A6,67.8,67.8
569.8097077,02,A8,68,68
569.9100393,02,A7,67.9,67.9
570.0093805,02,A8,68,68
570.1096992,02,B2,69,69
570.2100236,02,B8,69.6,69.6
570.3093976,02,B6,69.4,69.4
570.5962523,02,BC,70,70
570.6841656,02,BC,70,70
570.7834938,02,C3,70.7,70.7
570.883793,02,C7,71.1,71.1
570.9841377,02,C2,70.6,70.6
571.0834618,02,D1,72.1,72.1
571.1838136,02,CB,71.5,71.5
571.2831783,02,CA,71.4,71.4
571.5674179,02,D1,72.1,72.1
571.7838684,02,D1,72.1,72.1
571.8831697,02,DB,73.1,73.1
571.9835504,02,DB,73.1,73.1
572.0839247,02,E0,73.6,73.6
572.1832283,02,DB,73.1,73.1
572.2978563,02,E1,73.7,73.7
572.5825016,02,EB,74.7,74.7
572.674701,02,EB,74.7,74.7
572.7740584,02,E9,74.5,74.5
572.874378,02,ED,74.9,74.9
572.9747494,02,F3,75.5,75.5
573.0740404,02,F7,75.9,75.9
573.1743997,02,FA,76.2,76.2
573.2747552,02,FE,76.6,76.6
573.5648737,02,FE,76.6,76.6
573.664859,02,FF,76.7,76.7
573.7642727,03,03,77.1,77.1
573.8645311,03,08,77.6,77.6
573.9649266,03,08,77.6,77.6
574.064218,03,0A,77.8,77.8
574.1645445,03,08,77.6,77.6
574.2648967,03,0D,78.1,78.1
574.54969,03,0F,78.3,78.3
574.6417174,03,0F,78.3,78.3
574.742072,03,16,79,79
574.8414282,03,12,78.6,78.6
574.9417556,03,12,78.6,78.6
575.0420845,03,0F,78.3,78.3
575.1424228,03,12,78.6,78.6
575.2427904,03,1D,79.7,79.7
575.3421094,03,1A,79.4,79.4
575.613455,03,25,80.5,80.5
575.7138018,03,28,80.8,80.8
575.8131148,03,2F,81.5,81.5
575.9134914,03,28,80.8,80.8
576.0138561,03,28,80.8,80.8
576.1131456,03,2B,81.1,81.1
576.2135326,03,30,81.6,81.6
576.410791,03,30,81.6,81.6
576.7140239,03,37,82.3,82.3
576.8063962,03,37,82.3,82.3
576.9067462,03,3A,82.6,82.6
577.0070631,03,3A,82.6,82.6
577.1074092,03,3E,83,83
577.2067206,03,3E,83,83
577.3984617,03,41,83.3,83.3
577.5835638,03,41,83.3,83.3
577.6829032,03,45,83.7,83.7
577.7832467,03,45,83.7,83.7
577.8835771,03,4C,84.4,84.4
577.9828983,03,50,84.8,84.8
578.0832557,03,50,84.8,84.8
578.1836292,03,56,85.4,85.4
578.3587387,03,57,85.5,85.5
578.5563438,03,57,85.5,85.5
578.656685,03,5E,86.2,86.2
578.7559794,03,5E,86.2,86.2
578.8563276,03,57,85.5,85.5
578.9567051,03,5A,85.8,85.8
579.0560139,03,5A,85.8,85.8
579.1563363,03,57,85.5,85.5
579.2567305,03,61,86.5,86.5
579.5396154,03,62,86.6,86.6
579.627397,03,62,86.6,86.6
579.7266954,03,62,86.6,86.6
579.8270442,03,65,86.9,86.9
579.9274054,03,6F,87.9,87.9
580.0267343,03,6F,87.9,87.9
580.1270871,03,72,88.2,88.2
580.2274387,03,7D,89.3,89.3
580.5239064,03,79,88.9,88.9
580.6185958,03,79,88.9,88.9
580.7189392,03,7D,89.3,89.3
580.8192522,03,7D,89.3,89.3
580.9185749,03,79,88.9,88.9
581.0189179,03,7D,89.3,89.3
581.1192813,03,7D,89.3,89.3
581.2185941,03,7D,89.3,89.3
581.43454,03,80,89.6,89.6
581.7409242,03,8A,90.6,90.6
581.8176329,03,8A,90.6,90.6
581.9179681,03,8A,90.6,90.6
582.0183093,03,84,90,90
582.1176335,03,8A,90.6,90.6
582.218009,03,8A,90.6,90.6
582.4418183,03,94,91.6,91.6
582.5927471,03,94,91.6,91.6
582.6930843,03,94,91.6,91.6
582.792399,03,98,92,92
582.8927914,03,98,92,92
582.9931447,03,98,92,92
583.0924479,03,91,91.3,91.3
583.1927686,03,98,92,92
583.3853141,03,98,92,92
583.565536,03,98,92,92
583.6658731,03,97,91.9,91.9
583.7662334,03,98,92,92
583.8655191,03,97,91.9,91.9
583.9658903,03,94,91.6,91.6
584.0662151,03,97,91.9,91.9
584.1655773,03,97,91.9,91.9
584.2659147,03,9E,92.6,92.6
584.5551403,03,A5,93.3,93.3
584.640675,03,A5,93.3,93.3
584.7410019,03,A5,93.3,93.3
584.8403628,03,AB,93.9,93.9
584.9406589,03,A5,93.3,93.3
585.0410325,03,A1,92.9,92.9
585.1403753,03,A5,93.3,93.3
585.2407004,03,A5,93.3,93.3
585.4471627,03,A6,93.4,93.4
585.6134071,03,A6,93.4,93.4
585.7137539,03,A8,93.6,93.6
585.81411,03,AF,94.3,94.3
585.9134217,03,AF,94.3,94.3
586.0137805,03,AF,94.3,94.3
586.1141351,03,B2,94.6,94.6
586.2134835,03,AE,94.2,94.2
586.423022,03,B1,94.5,94.5
586.7293434,03,B2,94.6,94.6
586.8073517,03,B2,94.6,94.6
586.9076805,03,B9,95.3,95.3
587.0070229,03,B3,94.7,94.7
587.1073966,03,BD,95.7,95.7
587.2077033,03,C1,96.1,96.1
587.3070502,03,BD,95.7,95.7
587.5907876,03,C1,96.1,96.1
587.6899887,03,B9,95.3,95.3
587.7903414,03,B5,94.9,94.9
587.8906918,03,BB,95.5,95.5
588.0010608,03,BB,95.5,95.5
588.1006436,03,BE,95.8,95.8
588.1999363,03,C1,96.1,96.1
588.300289,03,C2,96.2,96.2
588.5963488,03,CA,97,97
588.6801948,03,CA,97,97
588.7804946,03,CE,97.4,97.4
588.8808921,03,CE,97.4,97.4
588.980181,03,CE,97.4,97.4
589.0805622,03,D7,98.3,98.3
589.1808936,03,D3,97.9,97.9
589.2802367,03,CC,97.2,97.2
589.5664477,03,CE,97.4,97.4
589.653966,03,CE,97.4,97.4
589.7542804,03,D1,97.7,97.7
589.8546477,03,D4,98,98
589.9539792,03,D4,98,98
590.0543106,03,D6,98.2,98.2
590.1546992,03,D9,98.5,98.5
590.2540131,03,D9,98.5,98.5
590.5474927,03,DA,98.6,98.6
590.6297677,03,DA,98.6,98.6
590.7291211,03,DE,99,99
590.8294717,03,E3,99.5,99.5
590.9298081,03,E3,99.5,99.5
591.0291376,03,E6,99.8,99.8
591.1295025,03,E6,99.8,99.8
591.2298035,03,E6,99.8,99.8
591.3291272,03,E9,100.1,100.1
591.6876512,03,EE,100.6,100.6
